id	model_id	date_created	target_result	sample_id_deprecating	source_id	source_origin	llm_prompt_tokens	llm_completion_tokens	llm_finish_reason
28	gpt3.5_en_nan01_poj	20231005	"The basic idea of the Universal Declaration of Human Rights is divided into two fundamental principles that complement and balance each other

Chit-ê gōa-hōe ê Universal Declaration of Human Rights ê chhut-siánn sī liāu iānn-tōng tī chit-ê chheng-chúi, chit-ê chheng-chúi sī tsi̍t-ê tōng-hoat ê chheng-chúi, chit-ê tōng-hoat ê chheng-chúi sī tsi̍t-ê tōng-hoat ê chheng-chúi."	28	28	wiki	83	144	stop
29	gpt3.5_en_nan01_poj	20231005	The International Covenant on Civil and Political Rights kóng-tiong ê chèng-chèng kong-chèng kong-siāⁿ tī 1966 nî khui-tōng, kāi-hōe tī 1976 nî 3 goe̍h 23 ji̍t.	29	29	wiki	89	73	stop
30	gpt3.5_en_nan01_poj	20231005	Tōng-tōng-kok Ūn-tōng Chèng-chèng-chèng-cho̍k Hoat-siān-chèng-chèng-chèng-cho̍k Chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chèng-chè	30	30	wiki	93	2048	length
31	gpt3.5_en_nan01_poj	20231005	Lāi-á ê jīn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jîn-á ê jî	31	31	wiki	69	2048	length
32	gpt3.5_en_nan01_poj	20231005	Chit-má ê Kòan-hōe Kèng-hōe ê Chèng-chèng kóng-hōe tī 1951 nî tōng-khì.	32	32	wiki	77	44	stop
33	gpt3.5_en_nan01_poj	20231005	Chit-ê Chhut-siū Chhut-khòe Chèng-chiáu Chit-ê Kè-tō͘-lūn, tī 1984 nî chhut-khì.	33	33	wiki	73	53	stop
34	gpt3.5_en_nan01_poj	20231005	Chit-ê Chóng-kiàn Bô-hōe Kóng-ōe Chú-iōng ê Chú-iōng Kè-tōng Chú-iōng ê Chú-iōng Chèng-chiáng, 1969 nî tōng-khì.	34	34	wiki	82	68	stop
35	gpt3.5_en_nan01_poj	20231005	Chit-ê Chèng-chèng-khí-kok ê Chhut-siān-bīn Chhut-siān-bē ê Khiām-á-khí-kok Lâng-chiáⁿ ê Khiām-á-khí-kok Chhut-siān-lâi tī 1981 nî.	35	35	wiki	82	85	stop
36	gpt3.5_en_nan01_poj	20231005	Liân-ha̍p-kok Kòan-hoan ê Koaⁿ-choân-choân ê Siāⁿ-chèng tī 1989 nî tōng-ê.	36	36	wiki	78	47	stop
37	gpt3.5_en_nan01_poj	20231005	Tē-kok Koa-hōe Gī-kok Kūn-hōe ê Rome Si̍t-tha̍t tī 2002 nî tōng-khì.	37	37	wiki	77	44	stop
38	gpt3.5_en_nan01_poj	20231005	Leonardo di ser Piero da Vinci (April 15, 1452 - May 2, 1519) sī It-lân ê Renaissance chhut-siáⁿ ê chi̍t-ê tōa-á. I sī chi̍t-ê kàu-ha̍k-gī, kong-siān, gōng-gī, chhù-chhū, chhut-siáⁿ, bīn-chhù, gī-tā sèng, kap chhiaⁿ-chhù. Chit-má, i ê art chhut-siáⁿ chêng-chiáⁿ tī i chi̍t-ê "Renaissance Lâng" chhiúⁿ-chhut. I sī chi̍t-ê chhòa-pō͘-kàu, i sī chi̍t-ê lâng chit-ê chit-ê chhōa-ha̍k, chhōa-chhū ê lâng. I iáu-sī tī thè-kok sì-chhiaⁿ ê chhòa-chhù chhiáⁿ-chhut tī chhut-siáⁿ chhut-siáⁿ.	38	38	wiki	168	295	stop
39	gpt3.5_en_nan01_poj	20231005	Buddhism sī thâu-kok ê sann-ām gí-giân, ēng-chiáu Kà-lî-ti-giân kap I-sì-lâm ê tō͘-sòe. Chhut-siáu chòe ê 6 sè-kí, Si-ta̍t-tê Kau-tō͘-má tī Ín-tō͘ chóng-liāu Buddhism, chit-ê chē-tāi chē-siāⁿ ê kì-á-kè. Tī chit-ê chèng-sòa kap chèng-iáⁿ ê kàu-sòa, Buddhism khòaⁿ chia̍h chit-ê Bí-kok ê Buddhism kap chit-ê Lâm-kok ê Buddhism, lāi chia̍h chit-ê chhiaⁿ-sòa, khòaⁿ chia̍h chit-ê tōa-sòa ê Buddhism. Tī tī-chè, Buddhism lāi-piáu Tiong-kok, Koa-lōe, Nip-pon kap iáu-chit bāng ê Á-chiu-kok, jīn-ūi chia̍h chit-ê bāng Tâi-seng-kok.	39	39	wiki	173	309	stop
40	gpt3.5_en_nan01_poj	20231005	Buddhist scriptures	40	40	wiki	64	13	stop
41	gpt3.5_en_nan01_poj	20231005	I chióng-khóan ê Buddhist scriptures ê tōa-thè.	41	41	wiki	66	18	stop
42	gpt3.5_en_nan01_poj	20231005	Tāi-ōe Si-ta̍t-tō Kau-tō-má ê sī-á-chhì, Bú-tō-lí-kàu sī Tiong-kok chú-ia̍h ê chhù-iáⁿ, kah chit-ê Tiong-kok ê kong-hōe ê chhù-iáⁿ. Bú-tō-lí-kàu sī Tiong-kok ê sì-giân, kah chhiúⁿ-chōng ê thâu-chhiau. Lâi-á ê Bú-tō-lí-kàu ê chok-siáⁿ, chut-si̍t chhù-iáⁿ chhut-khì chhut-khì ê 150 nî ê A-chiám-taⁿ-khang, i kóng-siáⁿ Bú-tō-lí-kàu ê chhut-khì lí chit-ê chhut-khì ê thâu-chhiau.	42	42	wiki	140	241	stop
43	gpt3.5_en_nan01_poj	20231005	Bē-tōng sèng-bu̍t ê tōng-sò͘, i tī Si̍t-tō͘-lāi Kau-tō͘-má ê kàu-hōe sī bē-khòaⁿ ê, chhit-ê tī 18-kiáⁿ ê kàu-hōe kì-siáⁿ tōng-sò͘. Tī chi̍t-ê thóng-khì, i chhut-siáⁿ Tāi-ōa ê sèng-bu̍t.	43	43	wiki	109	140	stop
44	gpt3.5_en_nan01_poj	20231005	The Emperor Ashoka kóng, Bú-tō͘-jīn ê siōng-tō͘, chit-ê bīn-chiáⁿ koh-oē jīn-lūn. Tâi-ná Bú-tō͘-jīn tī Thài-kok, Miân-mā, Kam-pu-chia kap Sri Lanka tō͘-lāi. Lâm-ná Bú-tō͘-jīn tī Bíng-kang, chit-ê bīn-chiáⁿ koh-oē jīn-lūn. Chit-ê bīn-chiáⁿ, kóng Tshia̍h-kiap Bô͘-thang, tō͘-lāi Sîn-kang, kā Han-tēng ê thâu-lâi Tiong-kok, koh-oē jīn-lūn chèng Han Bú-tō͘-jīn, hōe-iāⁿ tō͘-lāi kap Koa-á, Nip-pon kap Việt Nam. I chi̍t-ê bīn-chiáⁿ tī Tâi-pak-kau ê lūi-hông, koh-oē chèng Tiong Bú-tō͘-jīn, huat-lí.	44	44	wiki	160	318	stop
45	gpt3.5_en_nan01_poj	20231005	Kám-kiāⁿ kè-kok	45	45	wiki	63	11	stop
46	gpt3.5_en_nan01_poj	20231005	Buddhist kám-chèng kám-chèng kiat-ê sī tō͘-sìáⁿ ê chheng-chòe, i khái-tio̍h chhōe-ê bô tō͘-sìáⁿ, i tōa-tio̍h bô tō͘-sìáⁿ. Buddhism ê chheng-chòe sī "bô chhit, bô chhia̍h, bô chhut-siáⁿ, bô chia̍h-á".	46	46	wiki	109	133	stop
47	gpt3.5_en_nan01_poj	20231005	M̄-khìn-siáⁿ sī Bú-tō͘-gí-kàu ê chhù-chhūn, chit-ê chhut-siōng ê khìn-siáⁿ sī: "khìn-chiáⁿ", "khìn-á", "khìn-kong-ka", "khìn-kong", "khìn-tī-tī", "khìn-chhiaⁿ", "khìn Bú-tō͘ ê chiūⁿ". Chit-ê sī chhù-chhun ê tōa-siáⁿ, i chiò chhēng-chhēng ê gōa-chhūn, beh tsai-jiān chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á chhēng-chhēng ê gōa-chhūn, chia̍h-á ch	47	47	wiki	147	2048	length
48	gpt3.5_en_nan01_poj	20231005	M̄-á kái-thâu kóng "bô lāi" sī chit-ê chhiáⁿ-khì, sī chiah ê chhut-khì, bô kám ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī chiah ê chhut-khì, chú-iáⁿ sī	48	48	wiki	101	2048	length
49	gpt3.5_en_nan01_poj	20231005	Bō lâi kóng sī chit-ê kì-ūi, iáu beh chhiúⁿ chheng-sin. Iáu chiah-siū sī bô chhut-khì.	49	49	wiki	78	54	stop
